index	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE__Lincrna.noflip.NA__chrX:65219544..65219658,+__941.1.0.0	10	10	6	76	2.302585092994046	2.302585092994046	1.791759469228055	4.330733340286331
WILDTYPE__Lincrna.noflip.NA__chrX:70418008..70418122,-__942.1.0.0	15	12	9	82	2.70805020110221	2.4849066497880004	2.1972245773362196	4.406719247264253
WILDTYPE__Lincrna.noflip.NA__chrX:73050975..73051089,-__943.1.0.0	8	8	4	59	2.0794415416798357	2.0794415416798357	1.3862943611198906	4.07753744390572
WILDTYPE__Lincrna.noflip.NA__chrX:73512151..73512265,-__947.1.0.0	39	36	29	80	3.6635616461296463	3.58351893845611	3.367295829986474	4.382026634673881
WILDTYPE__Lincrna.noflip.NA__chrX:73512383..73512497,-__948.1.0.0	38	22	18	72	3.6375861597263857	3.091042453358316	2.8903717578961645	4.276666119016055
WILDTYPE__Lincrna.noflip.NA__chrX:73513330..73513444,-__949.1.0.0	13	12	6	52	2.5649493574615367	2.4849066497880004	1.791759469228055	3.9512437185814275
WILDTYPE__mrna.flip.sense__chr10:114710172..114710286,+__972.1.0.0	7	6	4	44	1.9459101490553132	1.791759469228055	1.3862943611198906	3.784189633918261
WILDTYPE__mrna.flip.sense__chr10:123687943..123688057,-__973.1.0.0	32	30	16	66	3.4657359027997265	3.4011973816621555	2.772588722239781	4.189654742026425
WILDTYPE__mrna.flip.sense__chr10:31608065..31608179,+__1145.1.0.0	113	24	23	77	4.727387818712341	3.1780538303479458	3.1354942159291497	4.343805421853684
WILDTYPE__mrna.flip.sense__chr10:6622203..6622317,-__1147.1.0.0	5	5	5	19	1.6094379124341003	1.6094379124341003	1.6094379124341003	2.9444389791664403
WILDTYPE__mrna.flip.sense__chr11:10562699..10562813,-__1148.1.0.0	35	35	23	91	3.5553480614894135	3.5553480614894135	3.1354942159291497	4.51085950651685
WILDTYPE__mrna.flip.sense__chr11:118868768..118868882,+__1149.1.0.0	30	29	24	76	3.4011973816621555	3.367295829986474	3.1780538303479458	4.330733340286331
WILDTYPE__mrna.flip.sense__chr11:64013292..64013406,-__1151.1.0.0	41	33	30	50	3.713572066704308	3.4965075614664802	3.4011973816621555	3.912023005428146
WILDTYPE__mrna.flip.sense__chr11:77850629..77850743,-__1153.1.0.0	19	18	14	56	2.9444389791664403	2.8903717578961645	2.6390573296152584	4.02535169073515
WILDTYPE__mrna.flip.sense__chr11:85780867..85780981,-__992.1.0.0	17	17	12	80	2.833213344056216	2.833213344056216	2.4849066497880004	4.382026634673881
WILDTYPE__mrna.flip.sense__chr12:100967382..100967496,+__993.1.0.0	34	24	18	96	3.5263605246161616	3.1780538303479458	2.8903717578961645	4.564348191467836
WILDTYPE__mrna.flip.sense__chr12:46766548..46766662,-__1000.1.0.0	20	19	18	50	2.995732273553991	2.9444389791664403	2.8903717578961645	3.912023005428146
WILDTYPE__mrna.flip.sense__chr12:47610247..47610361,+__1155.1.0.0	24	23	20	57	3.1780538303479458	3.1354942159291497	2.995732273553991	4.04305126783455
WILDTYPE__mrna.flip.sense__chr12:51632547..51632661,+__1002.1.0.0	25	21	14	63	3.2188758248682006	3.044522437723423	2.6390573296152584	4.143134726391533
WILDTYPE__mrna.flip.sense__chr12:56122758..56122872,-__1157.1.0.0	46	31	24	90	3.828641396489095	3.4339872044851463	3.1780538303479458	4.499809670330265
WILDTYPE__mrna.flip.sense__chr12:56693772..56693886,-__1158.1.0.0	16	15	10	85	2.772588722239781	2.70805020110221	2.302585092994046	4.442651256490317
WILDTYPE__mrna.flip.sense__chr12:9268678..9268792,-__1006.1.0.0	17	15	8	78	2.833213344056216	2.70805020110221	2.0794415416798357	4.356708826689592
WILDTYPE__mrna.flip.sense__chr13:21750721..21750835,+__1010.1.0.0	10	6	3	88	2.302585092994046	1.791759469228055	1.0986122886681098	4.477336814478207
WILDTYPE__mrna.flip.sense__chr13:46785916..46786030,-__1012.1.0.0	17	15	11	91	2.833213344056216	2.70805020110221	2.3978952727983707	4.51085950651685
WILDTYPE__mrna.flip.sense__chr14:35451808..35451922,+__1160.1.0.0	32	32	13	57	3.4657359027997265	3.4657359027997265	2.5649493574615367	4.04305126783455
WILDTYPE__mrna.flip.sense__chr14:56046880..56046994,+__1161.1.0.0	38	21	15	82	3.6375861597263857	3.044522437723423	2.70805020110221	4.406719247264253
WILDTYPE__mrna.flip.sense__chr14:95623831..95623945,-__1162.1.0.0	21	17	13	68	3.044522437723423	2.833213344056216	2.5649493574615367	4.219507705176107
WILDTYPE__mrna.flip.sense__chr15:40331342..40331456,-__1163.1.0.0	54	37	30	82	3.9889840465642745	3.6109179126442243	3.4011973816621555	4.406719247264253
WILDTYPE__mrna.flip.sense__chr15:40733258..40733372,+__1025.1.0.0	42	27	27	95	3.7376696182833684	3.295836866004329	3.295836866004329	4.553876891600541
WILDTYPE__mrna.flip.sense__chr15:40987292..40987406,+__1164.1.0.0	17	15	7	75	2.833213344056216	2.70805020110221	1.9459101490553132	4.31748811353631
WILDTYPE__mrna.flip.sense__chr15:50647280..50647394,-__1165.1.0.0	10	10	5	60	2.302585092994046	2.302585092994046	1.6094379124341003	4.0943445622221
WILDTYPE__mrna.flip.sense__chr15:91478435..91478549,+__1166.1.0.0	42	26	22	79	3.7376696182833684	3.258096538021482	3.091042453358316	4.3694478524670215
WILDTYPE__mrna.flip.sense__chr16:23652545..23652659,-__1315.1.0.0	8	8	3	48	2.0794415416798357	2.0794415416798357	1.0986122886681098	3.871201010907891
WILDTYPE__mrna.flip.sense__chr16:30546257..30546371,-__1168.1.0.0	7	6	3	67	1.9459101490553132	1.791759469228055	1.0986122886681098	4.204692619390966
WILDTYPE__mrna.flip.sense__chr16:68118640..68118754,+__1033.1.0.0	25	18	15	58	3.2188758248682006	2.8903717578961645	2.70805020110221	4.060443010546419
WILDTYPE__mrna.flip.sense__chr16:69166472..69166586,+__1034.1.0.0	48	41	21	58	3.871201010907891	3.713572066704308	3.044522437723423	4.060443010546419
WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0	48	42	42	79	3.871201010907891	3.7376696182833684	3.7376696182833684	4.3694478524670215
WILDTYPE__mrna.flip.sense__chr17:7211612..7211726,+__1041.1.0.0	39	35	15	82	3.6635616461296463	3.5553480614894135	2.70805020110221	4.406719247264253
WILDTYPE__mrna.flip.sense__chr18:47721341..47721455,-__1044.1.0.0	33	25	21	80	3.4965075614664802	3.2188758248682006	3.044522437723423	4.382026634673881
WILDTYPE__mrna.flip.sense__chr19:10541399..10541513,+__1045.1.0.0	43	25	24	96	3.7612001156935624	3.2188758248682006	3.1780538303479458	4.564348191467836
WILDTYPE__mrna.flip.sense__chr19:12777521..12777635,-__1249.1.0.0	41	22	19	82	3.713572066704308	3.091042453358316	2.9444389791664403	4.406719247264253
WILDTYPE__mrna.flip.sense__chr19:12992259..12992373,-__1046.1.0.0	22	20	10	69	3.091042453358316	2.995732273553991	2.302585092994046	4.23410650459726
WILDTYPE__mrna.flip.sense__chr19:36036448..36036562,+__1170.1.0.0	23	21	10	79	3.1354942159291497	3.044522437723423	2.302585092994046	4.3694478524670215
WILDTYPE__mrna.flip.sense__chr19:59084843..59084957,-__1051.1.0.0	14	13	6	83	2.6390573296152584	2.5649493574615367	1.791759469228055	4.418840607796598
WILDTYPE__mrna.flip.sense__chr1:100731714..100731828,+__1131.1.0.0	17	16	9	64	2.833213344056216	2.772588722239781	2.1972245773362196	4.1588830833596715
WILDTYPE__mrna.flip.sense__chr1:113498933..113499047,-__1132.1.0.0	53	39	38	69	3.970291913552122	3.6635616461296463	3.6375861597263857	4.23410650459726
WILDTYPE__mrna.flip.sense__chr1:156721990..156722104,-__956.1.0.0	22	22	16	78	3.091042453358316	3.091042453358316	2.772588722239781	4.356708826689592
WILDTYPE__mrna.flip.sense__chr1:204042163..204042277,+__963.1.0.0	35	10	10	62	3.5553480614894135	2.302585092994046	2.302585092994046	4.127134385045092
WILDTYPE__mrna.flip.sense__chr1:229644039..229644153,-__1136.1.0.0	18	17	11	57	2.8903717578961645	2.833213344056216	2.3978952727983707	4.04305126783455
WILDTYPE__mrna.flip.sense__chr1:231664341..231664455,+__1137.1.0.0	52	32	27	64	3.9512437185814275	3.4657359027997265	3.295836866004329	4.1588830833596715
WILDTYPE__mrna.flip.sense__chr1:234509339..234509453,+__967.1.0.0	22	19	14	79	3.091042453358316	2.9444389791664403	2.6390573296152584	4.3694478524670215
WILDTYPE__mrna.flip.sense__chr1:53704155..53704269,-__1140.1.0.0	24	22	19	68	3.1780538303479458	3.091042453358316	2.9444389791664403	4.219507705176107
WILDTYPE__mrna.flip.sense__chr1:90098503..90098617,+__1141.1.0.0	12	10	7	65	2.4849066497880004	2.302585092994046	1.9459101490553132	4.174387269895637
WILDTYPE__mrna.flip.sense__chr1:93811384..93811498,+__1142.1.0.0	48	30	22	85	3.871201010907891	3.4011973816621555	3.091042453358316	4.442651256490317
WILDTYPE__mrna.flip.sense__chr20:524399..524513,-__1065.1.0.0	52	38	35	86	3.9512437185814275	3.6375861597263857	3.5553480614894135	4.454347296253507
WILDTYPE__mrna.flip.sense__chr20:62258393..62258507,-__1184.1.0.0	18	11	8	73	2.8903717578961645	2.3978952727983707	2.0794415416798357	4.290459441148391
WILDTYPE__mrna.flip.sense__chr21:34638592..34638706,+__1185.1.0.0	76	36	18	84	4.330733340286331	3.58351893845611	2.8903717578961645	4.430816798843313
WILDTYPE__mrna.flip.sense__chr21:46340854..46340968,-__1186.1.0.0	22	16	11	65	3.091042453358316	2.772588722239781	2.3978952727983707	4.174387269895637
WILDTYPE__mrna.flip.sense__chr22:17640132..17640246,-__1187.1.0.0	56	34	34	91	4.02535169073515	3.5263605246161616	3.5263605246161616	4.51085950651685
WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0	21	19	18	60	3.044522437723423	2.9444389791664403	2.8903717578961645	4.0943445622221
WILDTYPE__mrna.flip.sense__chr2:122407077..122407191,-__1173.1.0.0	5	4	3	32	1.6094379124341003	1.3862943611198906	1.0986122886681098	3.4657359027997265
WILDTYPE__mrna.flip.sense__chr2:160471915..160472029,-__1175.1.0.0	53	30	29	53	3.970291913552122	3.4011973816621555	3.367295829986474	3.970291913552122
WILDTYPE__mrna.flip.sense__chr2:188378345..188378459,-__1057.1.0.0	28	27	15	68	3.332204510175204	3.295836866004329	2.70805020110221	4.219507705176107
WILDTYPE__mrna.flip.sense__chr2:209119760..209119874,-__1177.1.0.0	29	23	20	64	3.367295829986474	3.1354942159291497	2.995732273553991	4.1588830833596715
WILDTYPE__mrna.flip.sense__chr2:217363487..217363601,+__1178.1.0.0	21	20	16	69	3.044522437723423	2.995732273553991	2.772588722239781	4.23410650459726
WILDTYPE__mrna.flip.sense__chr2:27579833..27579947,-__1180.1.0.0	7	7	3	44	1.9459101490553132	1.9459101490553132	1.0986122886681098	3.784189633918261
WILDTYPE__mrna.flip.sense__chr2:46524825..46524939,+__1059.1.0.0	30	20	17	70	3.4011973816621555	2.995732273553991	2.833213344056216	4.248495242049359
WILDTYPE__mrna.flip.sense__chr2:61372171..61372285,+__1182.1.0.0	10	9	4	63	2.302585092994046	2.1972245773362196	1.3862943611198906	4.143134726391533
WILDTYPE__mrna.flip.sense__chr2:63277906..63278020,+__1061.1.0.0	4	4	2	37	1.3862943611198906	1.3862943611198906	0.6931471805599453	3.6109179126442243
WILDTYPE__mrna.flip.sense__chr2:65454829..65454943,+__1062.1.0.0	24	24	18	50	3.1780538303479458	3.1780538303479458	2.8903717578961645	3.912023005428146
WILDTYPE__mrna.flip.sense__chr2:74375052..74375166,-__1183.1.0.0	33	28	16	75	3.4965075614664802	3.332204510175204	2.772588722239781	4.31748811353631
WILDTYPE__mrna.flip.sense__chr3:112738478..112738592,-__1190.1.0.0	29	24	11	85	3.367295829986474	3.1780538303479458	2.3978952727983707	4.442651256490317
WILDTYPE__mrna.flip.sense__chr3:136580995..136581109,+__1191.1.0.0	23	20	16	59	3.1354942159291497	2.995732273553991	2.772588722239781	4.07753744390572
WILDTYPE__mrna.flip.sense__chr3:160117281..160117395,-__1323.1.0.0	8	7	4	51	2.0794415416798357	1.9459101490553132	1.3862943611198906	3.9318256327243257
WILDTYPE__mrna.flip.sense__chr3:33138220..33138334,-__1076.1.0.0	18	17	11	72	2.8903717578961645	2.833213344056216	2.3978952727983707	4.276666119016055
WILDTYPE__mrna.flip.sense__chr3:37903291..37903405,+__1193.1.0.0	80	15	15	107	4.382026634673881	2.70805020110221	2.70805020110221	4.672828834461906
WILDTYPE__mrna.flip.sense__chr3:52273091..52273205,-__1194.1.0.0	30	21	18	60	3.4011973816621555	3.044522437723423	2.8903717578961645	4.0943445622221
WILDTYPE__mrna.flip.sense__chr3:62304617..62304731,+__1195.1.0.0	35	31	17	89	3.5553480614894135	3.4339872044851463	2.833213344056216	4.48863636973214
WILDTYPE__mrna.flip.sense__chr3:67704991..67705105,-__1196.1.0.0	39	25	22	104	3.6635616461296463	3.2188758248682006	3.091042453358316	4.6443908991413725
WILDTYPE__mrna.flip.sense__chr4:1242883..1242997,-__1197.1.0.0	23	14	14	63	3.1354942159291497	2.6390573296152584	2.6390573296152584	4.143134726391533
WILDTYPE__mrna.flip.sense__chr4:183065036..183065150,+__1198.1.0.0	28	16	12	57	3.332204510175204	2.772588722239781	2.4849066497880004	4.04305126783455
WILDTYPE__mrna.flip.sense__chr4:2936517..2936631,-__1199.1.0.0	53	44	43	70	3.970291913552122	3.784189633918261	3.7612001156935624	4.248495242049359
WILDTYPE__mrna.flip.sense__chr4:39033976..39034090,-__1084.1.0.0	13	11	7	64	2.5649493574615367	2.3978952727983707	1.9459101490553132	4.1588830833596715
WILDTYPE__mrna.flip.sense__chr4:53525425..53525539,-__1201.1.0.0	63	24	24	107	4.143134726391533	3.1780538303479458	3.1780538303479458	4.672828834461906
WILDTYPE__mrna.flip.sense__chr4:66536146..66536260,-__1202.1.0.0	8	8	3	69	2.0794415416798357	2.0794415416798357	1.0986122886681098	4.23410650459726
WILDTYPE__mrna.flip.sense__chr4:68566831..68566945,-__1203.1.0.0	61	44	44	91	4.110873864173311	3.784189633918261	3.784189633918261	4.51085950651685
WILDTYPE__mrna.flip.sense__chr5:149380182..149380296,-__1276.1.0.0	30	30	28	75	3.4011973816621555	3.4011973816621555	3.332204510175204	4.31748811353631
WILDTYPE__mrna.flip.sense__chr5:171433639..171433753,-__1090.1.0.0	15	13	11	49	2.70805020110221	2.5649493574615367	2.3978952727983707	3.8918202981106265
WILDTYPE__mrna.flip.sense__chr5:38556713..38556827,-__1205.1.0.0	37	26	13	81	3.6109179126442243	3.258096538021482	2.5649493574615367	4.394449154672439
WILDTYPE__mrna.flip.sense__chr5:43603208..43603322,+__1206.1.0.0	57	49	32	87	4.04305126783455	3.8918202981106265	3.4657359027997265	4.465908118654584
WILDTYPE__mrna.flip.sense__chr5:52405550..52405664,-__1207.1.0.0	10	5	4	51	2.302585092994046	1.6094379124341003	1.3862943611198906	3.9318256327243257
WILDTYPE__mrna.flip.sense__chr5:74062904..74063018,-__1370.1.0.0	40	37	35	86	3.6888794541139363	3.6109179126442243	3.5553480614894135	4.454347296253507
WILDTYPE__mrna.flip.sense__chr5:83680206..83680320,-__1208.1.0.0	18	18	10	70	2.8903717578961645	2.8903717578961645	2.302585092994046	4.248495242049359
WILDTYPE__mrna.flip.sense__chr6:108616190..108616304,+__1092.1.0.0	11	10	4	60	2.3978952727983707	2.302585092994046	1.3862943611198906	4.0943445622221
WILDTYPE__mrna.flip.sense__chr6:13574753..13574867,+__1094.1.0.0	53	33	26	86	3.970291913552122	3.4965075614664802	3.258096538021482	4.454347296253507
WILDTYPE__mrna.flip.sense__chr6:2245871..2245985,-__1213.1.0.0	25	23	19	70	3.2188758248682006	3.1354942159291497	2.9444389791664403	4.248495242049359
WILDTYPE__mrna.flip.sense__chr6:30028962..30029076,+__1214.1.0.0	16	14	10	28	2.772588722239781	2.6390573296152584	2.302585092994046	3.332204510175204
WILDTYPE__mrna.flip.sense__chr6:30294669..30294783,+__1216.1.0.0	49	24	24	62	3.8918202981106265	3.1780538303479458	3.1780538303479458	4.127134385045092
WILDTYPE__mrna.flip.sense__chr7:100202440..100202554,+__1104.1.0.0	25	19	17	96	3.2188758248682006	2.9444389791664403	2.833213344056216	4.564348191467836
WILDTYPE__mrna.flip.sense__chr7:100450297..100450411,+__1218.1.0.0	35	27	17	81	3.5553480614894135	3.295836866004329	2.833213344056216	4.394449154672439
WILDTYPE__mrna.flip.sense__chr7:101917346..101917460,+__1105.1.0.0	58	46	27	81	4.060443010546419	3.828641396489095	3.295836866004329	4.394449154672439
WILDTYPE__mrna.flip.sense__chr7:124570002..124570116,-__1219.1.0.0	18	18	18	51	2.8903717578961645	2.8903717578961645	2.8903717578961645	3.9318256327243257
WILDTYPE__mrna.flip.sense__chr7:131012532..131012646,+__1220.1.0.0	41	24	21	76	3.713572066704308	3.1780538303479458	3.044522437723423	4.330733340286331
WILDTYPE__mrna.flip.sense__chr7:27135572..27135686,-__1222.1.0.0	73	54	47	96	4.290459441148391	3.9889840465642745	3.8501476017100584	4.564348191467836
WILDTYPE__mrna.flip.sense__chr8:144099828..144099942,+__1225.1.0.0	49	34	25	89	3.8918202981106265	3.5263605246161616	3.2188758248682006	4.48863636973214
WILDTYPE__mrna.flip.sense__chr8:23082577..23082691,-__1226.1.0.0	26	26	18	49	3.258096538021482	3.258096538021482	2.8903717578961645	3.8918202981106265
WILDTYPE__mrna.flip.sense__chr8:6565788..6565902,+__1228.1.0.0	21	17	10	88	3.044522437723423	2.833213344056216	2.302585092994046	4.477336814478207
WILDTYPE__mrna.flip.sense__chr8:90769909..90770023,+__1229.1.0.0	33	25	17	76	3.4965075614664802	3.2188758248682006	2.833213344056216	4.330733340286331
WILDTYPE__mrna.flip.sense__chr8:94753202..94753316,-__1119.1.0.0	19	14	6	78	2.9444389791664403	2.6390573296152584	1.791759469228055	4.356708826689592
WILDTYPE__mrna.flip.sense__chr9:77643296..77643410,-__1124.1.0.0	3	3	2	31	1.0986122886681098	1.0986122886681098	0.6931471805599453	3.4339872044851463
WILDTYPE__mrna.flip.sense__chrX:100663169..100663283,+__1126.1.0.0	22	16	13	25	3.091042453358316	2.772588722239781	2.5649493574615367	3.2188758248682006
WILDTYPE__mrna.flip.sense__chrX:149106654..149106768,-__1231.1.0.0	8	7	2	69	2.0794415416798357	1.9459101490553132	0.6931471805599453	4.23410650459726
WILDTYPE__mrna.flip.sense__chrX:20284720..20284834,-__1129.1.0.0	45	26	16	90	3.8066624897703196	3.258096538021482	2.772588722239781	4.499809670330265
WILDTYPE__mrna.noflip.NA__chr10:102046079..102046193,-__971.1.0.0	13	13	13	38	2.5649493574615367	2.5649493574615367	2.5649493574615367	3.6375861597263857
WILDTYPE__mrna.noflip.NA__chr10:14574678..14574792,-__974.1.0.0	5	5	2	44	1.6094379124341003	1.6094379124341003	0.6931471805599453	3.784189633918261
WILDTYPE__mrna.noflip.NA__chr10:15085869..15085983,+__1393.1.0.0	11	11	10	40	2.3978952727983707	2.3978952727983707	2.302585092994046	3.6888794541139363
WILDTYPE__mrna.noflip.NA__chr10:26727261..26727375,+__975.1.0.0	4	3	2	40	1.3862943611198906	1.0986122886681098	0.6931471805599453	3.6888794541139363
WILDTYPE__mrna.noflip.NA__chr10:28822565..28822679,+__976.1.0.0	33	25	17	67	3.4965075614664802	3.2188758248682006	2.833213344056216	4.204692619390966
WILDTYPE__mrna.noflip.NA__chr10:54074938..54075052,+__1300.1.0.0	6	6	2	46	1.791759469228055	1.791759469228055	0.6931471805599453	3.828641396489095
WILDTYPE__mrna.noflip.NA__chr10:72201402..72201516,-__1251.1.0.0	28	20	17	74	3.332204510175204	2.995732273553991	2.833213344056216	4.30406509320417
WILDTYPE__mrna.noflip.NA__chr10:76585246..76585360,+__977.1.0.0	37	11	8	88	3.6109179126442243	2.3978952727983707	2.0794415416798357	4.477336814478207
WILDTYPE__mrna.noflip.NA__chr11:110001649..110001763,+__979.1.0.0	9	8	2	55	2.1972245773362196	2.0794415416798357	0.6931471805599453	4.007333185232471
WILDTYPE__mrna.noflip.NA__chr11:117747335..117747449,-__1293.1.0.0	33	21	16	68	3.4965075614664802	3.044522437723423	2.772588722239781	4.219507705176107
WILDTYPE__mrna.noflip.NA__chr11:118436602..118436716,-__1351.1.0.0	5	3	2	48	1.6094379124341003	1.0986122886681098	0.6931471805599453	3.871201010907891
WILDTYPE__mrna.noflip.NA__chr11:118972528..118972642,-__1252.1.0.0	4	4	2	43	1.3862943611198906	1.3862943611198906	0.6931471805599453	3.7612001156935624
WILDTYPE__mrna.noflip.NA__chr11:124670529..124670643,-__982.1.0.0	35	27	23	91	3.5553480614894135	3.295836866004329	3.1354942159291497	4.51085950651685
WILDTYPE__mrna.noflip.NA__chr11:2920854..2920968,+__1387.1.0.0	20	19	15	81	2.995732273553991	2.9444389791664403	2.70805020110221	4.394449154672439
WILDTYPE__mrna.noflip.NA__chr11:34535268..34535382,-__984.1.0.0	17	17	15	66	2.833213344056216	2.833213344056216	2.70805020110221	4.189654742026425
WILDTYPE__mrna.noflip.NA__chr11:46848369..46848483,-__985.1.0.0	37	22	15	95	3.6109179126442243	3.091042453358316	2.70805020110221	4.553876891600541
WILDTYPE__mrna.noflip.NA__chr11:57004689..57004803,-__1363.1.0.0	21	12	8	91	3.044522437723423	2.4849066497880004	2.0794415416798357	4.51085950651685
WILDTYPE__mrna.noflip.NA__chr11:61976065..61976179,+__986.1.0.0	15	15	8	83	2.70805020110221	2.70805020110221	2.0794415416798357	4.418840607796598
WILDTYPE__mrna.noflip.NA__chr11:65640079..65640193,-__987.1.0.0	27	21	15	51	3.295836866004329	3.044522437723423	2.70805020110221	3.9318256327243257
WILDTYPE__mrna.noflip.NA__chr11:67171321..67171435,+__988.1.0.0	45	25	24	102	3.8066624897703196	3.2188758248682006	3.1780538303479458	4.624972813284271
WILDTYPE__mrna.noflip.NA__chr11:67188591..67188705,-__1232.1.0.0	44	40	17	97	3.784189633918261	3.6888794541139363	2.833213344056216	4.574710978503383
WILDTYPE__mrna.noflip.NA__chr11:68780679..68780793,-__1331.1.0.0	46	21	19	74	3.828641396489095	3.044522437723423	2.9444389791664403	4.30406509320417
